alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
freds-fish-fry-san-antonio-5,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.46559, 'longitude': -98.5655}",(210) 432-6220,5899.306579113451,0KKOHduc1IAa1ytuvtaNCQ,https://s3-media4.fl.yelpcdn.com/bphoto/8ain-kSAi3knSBH_I940uA/o.jpg,False,"{'address1': '1406 Bandera Rd', 'address2': None, 'address3': None, 'city': 'San Antonio', 'zip_code': '78228', 'country': 'US', 'state': 'TX', 'display_address': ['1406 Bandera Rd', 'San Antonio, TX 78228']}",Fred's Fish Fry,+12104326220,$,3.0,6,[],https://www.yelp.com/biz/freds-fish-fry-san-antonio-5?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
freds-fish-fry-san-antonio-14,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.44901, 'longitude': -98.56789}",(210) 432-4288,7244.225324645096,LlgqkhUDKLG2NRF9m51sGQ,https://s3-media4.fl.yelpcdn.com/bphoto/KFnvJ5GPgc1izscaue2pUQ/o.jpg,False,"{'address1': '3418 Culebra Rd', 'address2': None, 'address3': None, 'city': 'San Antonio', 'zip_code': '78228', 'country': 'US', 'state': 'TX', 'display_address': ['3418 Culebra Rd', 'San Antonio, TX 78228']}",Fred's Fish Fry,+12104324288,$,4.0,3,[],https://www.yelp.com/biz/freds-fish-fry-san-antonio-14?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
bayseas-seafood-southern-catfish-capital-san-antonio,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.42873, 'longitude': -98.4609}",(210) 680-0325,8949.693728695358,5hOZ_kavykhgs-vonMpWNQ,https://s3-media3.fl.yelpcdn.com/bphoto/AH1xbxcfFTKsC8wptUCrqw/o.jpg,False,"{'address1': '734 N New Braunfels Ave', 'address2': 'Ste 101', 'address3': None, 'city': 'San Antonio', 'zip_code': '78202', 'country': 'US', 'state': 'TX', 'display_address': ['734 N New Braunfels Ave', 'Ste 101', 'San Antonio, TX 78202']}",Bayseas Seafood Southern Catfish Capital,+12106800325,,3.0,6,['delivery'],https://www.yelp.com/biz/bayseas-seafood-southern-catfish-capital-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
taqueria-jalisco-san-antonio-15,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 29.5191974838404, 'longitude': -98.5961630567908}",(726) 444-0055,8377.306584323333,sFgQ9iNx31iyHMPdWlcmAg,https://s3-media3.fl.yelpcdn.com/bphoto/RgMcxEaEihllYLY6tlqWXg/o.jpg,False,"{'address1': '5527 Babcock Rd', 'address2': '', 'address3': None, 'city': 'San Antonio', 'zip_code': '78240', 'country': 'US', 'state': 'TX', 'display_address': ['5527 Babcock Rd', 'San Antonio, TX 78240']}",Taqueria Jalisco,+17264440055,$,3.0,6,"['delivery', 'pickup']",https://www.yelp.com/biz/taqueria-jalisco-san-antonio-15?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
el-golfo-de-mexico-mexican-seafood-restaurant-san-antonio,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 29.4151351858749, 'longitude': -98.6007938465576}",,12154.110969601103,yHwo7I3k-eSSJ6m97d0iDQ,https://s3-media3.fl.yelpcdn.com/bphoto/lCTwssccPGmObPlgbT9DKQ/o.jpg,False,"{'address1': '5539 W Old US Hwy 90', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78227', 'country': 'US', 'state': 'TX', 'display_address': ['5539 W Old US Hwy 90', 'San Antonio, TX 78227']}",El Golfo de Mexico Mexican Seafood Restaurant,,$,3.5,4,[],https://www.yelp.com/biz/el-golfo-de-mexico-mexican-seafood-restaurant-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
el-remedio-mariscos-y-taqueria-san-antonio,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 29.507504, 'longitude': -98.588661}",(210) 981-9797,7331.807848596744,nNkXpw9PnedE7UIrFV4GOA,https://s3-media4.fl.yelpcdn.com/bphoto/iUrW56V05QXlrBybi6sScg/o.jpg,False,"{'address1': '2534 Babcock Rd', 'address2': None, 'address3': '', 'city': 'San Antonio', 'zip_code': '78229', 'country': 'US', 'state': 'TX', 'display_address': ['2534 Babcock Rd', 'San Antonio, TX 78229']}",El Remedio mariscos y Taqueria,+12109819797,,4.0,1,[],https://www.yelp.com/biz/el-remedio-mariscos-y-taqueria-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
cafe-del-mar-san-antonio,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.438105, 'longitude': -98.494019}",(210) 255-8470,6568.35465945598,XMxSm0oxXdkh1ypKljvfvg,,False,"{'address1': '1022 N Main Ave', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78212', 'country': 'US', 'state': 'TX', 'display_address': ['1022 N Main Ave', 'San Antonio, TX 78212']}",Cafe Del Mar,+12102558470,$,3.0,2,['delivery'],https://www.yelp.com/biz/cafe-del-mar-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
freds-fish-fry-san-antonio-3,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.42619, 'longitude': -98.57675}",(210) 435-9393,9696.673919115601,TFSJu1bDK0hT6_bt5Fwz7A,https://s3-media1.fl.yelpcdn.com/bphoto/o89s_ac-5AVWiKgeLrPZPg/o.jpg,False,"{'address1': '660 W Old US Hwy 90', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78237', 'country': 'US', 'state': 'TX', 'display_address': ['660 W Old US Hwy 90', 'San Antonio, TX 78237']}",Fred's Fish Fry,+12104359393,,4.0,1,[],https://www.yelp.com/biz/freds-fish-fry-san-antonio-3?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
long-john-silvers-san-antonio-12,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.4296245574951, 'longitude': -98.5481262207031}",(210) 591-0628,7878.117113148,RCvFEnrB3W0TgVsAYL6lPA,https://s3-media3.fl.yelpcdn.com/bphoto/mwIJRX3t9N6-jQlQkJLKdQ/o.jpg,False,"{'address1': '4350 W Commerce St', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78237', 'country': 'US', 'state': 'TX', 'display_address': ['4350 W Commerce St', 'San Antonio, TX 78237']}",Long John Silver's,+12105910628,$,2.0,4,[],https://www.yelp.com/biz/long-john-silvers-san-antonio-12?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
taqueria-los-dos-laredos-5-san-antonio,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 29.4153442382812, 'longitude': -98.4609298706055}",(210) 532-2283,10205.225826147162,g8NFDzk0hzNkzMIxJlR1Ug,https://s3-media3.fl.yelpcdn.com/bphoto/26S0C25rqcWbU5PhZvPnTg/o.jpg,False,"{'address1': '414 S New Braunfels', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78203', 'country': 'US', 'state': 'TX', 'display_address': ['414 S New Braunfels', 'San Antonio, TX 78203']}",Taqueria Los Dos Laredos #5,+12105322283,,2.0,4,['delivery'],https://www.yelp.com/biz/taqueria-los-dos-laredos-5-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
crazy-sams-seafood-san-antonio,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.4258541, 'longitude': -98.4877851}",(210) 212-7299,8059.8376075376345,7pcgYBgwWkOvDS5DBTVvgg,https://s3-media2.fl.yelpcdn.com/bphoto/T13OJ-1k82TwzmDztLO7tw/o.jpg,False,"{'address1': '126 Losoya St', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78205', 'country': 'US', 'state': 'TX', 'display_address': ['126 Losoya St', 'San Antonio, TX 78205']}",Crazy Sam's Seafood,+12102127299,$$,1.5,4,[],https://www.yelp.com/biz/crazy-sams-seafood-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
freds-fish-fry-san-antonio-16,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.3976, 'longitude': -98.54879}",(210) 434-0346,11279.809086754152,E6NqbyrV7UL1NlcXe5LSkA,https://s3-media4.fl.yelpcdn.com/bphoto/FnMQNm3Vd8HENWKNTarjVg/o.jpg,False,"{'address1': '1126 Cupples Rd', 'address2': None, 'address3': None, 'city': 'San Antonio', 'zip_code': '78226', 'country': 'US', 'state': 'TX', 'display_address': ['1126 Cupples Rd', 'San Antonio, TX 78226']}",Fred's Fish Fry,+12104340346,,1.0,1,[],https://www.yelp.com/biz/freds-fish-fry-san-antonio-16?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
freds-fish-fry-san-antonio-10,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.424197, 'longitude': -98.527685}",(210) 434-8288,7905.209860772535,dQXx3Aa7Q3_alCER3aICsQ,https://s3-media3.fl.yelpcdn.com/bphoto/HgD2W_M7Dm_tmApfToIqwQ/o.jpg,False,"{'address1': '425 S Zarzamora St', 'address2': None, 'address3': None, 'city': 'San Antonio', 'zip_code': '78207', 'country': 'US', 'state': 'TX', 'display_address': ['425 S Zarzamora St', 'San Antonio, TX 78207']}",Fred's Fish Fry,+12104348288,,4.0,1,[],https://www.yelp.com/biz/freds-fish-fry-san-antonio-10?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
sweet-yams-san-antonio-4,"[{'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 29.42314, 'longitude': -98.47598}",(210) 229-9267,8756.461609839274,8g2iu3kKZ_laiWOsBM10WQ,https://s3-media1.fl.yelpcdn.com/bphoto/0te8uBMNuoewucmMgyyouQ/o.jpg,False,"{'address1': '218 N Cherry St', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78202', 'country': 'US', 'state': 'TX', 'display_address': ['218 N Cherry St', 'San Antonio, TX 78202']}",Sweet Yams,+12102299267,$,4.5,348,['delivery'],https://www.yelp.com/biz/sweet-yams-san-antonio-4?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
mrs-kitchen-restaurant-and-bakery-san-antonio,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'bakeries', 'title': 'Bakeries'}]","{'latitude': 29.41917, 'longitude': -98.45948}",(210) 549-4392,9910.870630318039,q0G020M6gaxAgkFEoXQsjw,https://s3-media3.fl.yelpcdn.com/bphoto/KVw5wuiiqgQueWdGWDuR5Q/o.jpg,False,"{'address1': '2242 E Commerce St', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78203', 'country': 'US', 'state': 'TX', 'display_address': ['2242 E Commerce St', 'San Antonio, TX 78203']}",Mrs. Kitchen Restaurant & Bakery,+12105494392,$$,4.5,244,['delivery'],https://www.yelp.com/biz/mrs-kitchen-restaurant-and-bakery-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
tony-gs-soul-food-san-antonio,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'musicvenues', 'title': 'Music Venues'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 29.40985, 'longitude': -98.473539}",(210) 451-1234,10204.152841151908,ooj_bLqxoVCXzH-PwQd2CQ,https://s3-media3.fl.yelpcdn.com/bphoto/t5dwPFUA2uc1im68ZjQQLg/o.jpg,False,"{'address1': '915 S Hackberry', 'address2': None, 'address3': '', 'city': 'San Antonio', 'zip_code': '78210', 'country': 'US', 'state': 'TX', 'display_address': ['915 S Hackberry', 'San Antonio, TX 78210']}",Tony G's Soul Food,+12104511234,$$,4.0,235,"['pickup', 'delivery']",https://www.yelp.com/biz/tony-gs-soul-food-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
tuckers-kozy-korner-san-antonio,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 29.424855, 'longitude': -98.476485}",,8564.108192805068,zMchziNfV4dL2PsENaVONA,https://s3-media3.fl.yelpcdn.com/bphoto/ye6J6sPzVeOWQCpx3P3Oyw/o.jpg,False,"{'address1': '1338 E Houston St', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78205', 'country': 'US', 'state': 'TX', 'display_address': ['1338 E Houston St', 'San Antonio, TX 78205']}",Tucker's Kozy Korner,,$$,3.5,232,['delivery'],https://www.yelp.com/biz/tuckers-kozy-korner-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
rib-house-b-q-restaurant-san-antonio,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 29.4252244435515, 'longitude': -98.5768160220902}",(210) 433-1916,9784.89243950362,IwE4o24Jn5rZLUHnZQBZKA,https://s3-media4.fl.yelpcdn.com/bphoto/5cSDQ5WRKmr07FWwNLdssQ/o.jpg,False,"{'address1': '757 Enrique M Barrera Pkwy', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78237', 'country': 'US', 'state': 'TX', 'display_address': ['757 Enrique M Barrera Pkwy', 'San Antonio, TX 78237']}",Rib House B Q Restaurant,+12104331916,$$,4.0,30,[],https://www.yelp.com/biz/rib-house-b-q-restaurant-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
family-life-bistro-san-antonio,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 29.48286, 'longitude': -98.40651}",(210) 637-5673,10536.737126418053,KzEfI8Xg8cxSKGfYAznKDg,https://s3-media1.fl.yelpcdn.com/bphoto/8UkaIzgFgNOhd28KRLdujw/o.jpg,False,"{'address1': '5814 Rittiman Plz', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78218', 'country': 'US', 'state': 'TX', 'display_address': ['5814 Rittiman Plz', 'San Antonio, TX 78218']}",Family Life Bistro,+12106375673,$$,4.5,12,['delivery'],https://www.yelp.com/biz/family-life-bistro-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
ollie-ruth-country-kitchen-san-antonio,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'southern', 'title': 'Southern'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]","{'latitude': 29.510870185975, 'longitude': -98.4025199711323}",(210) 369-9366,10980.851103351602,OQJ8JWxnxCp8nNeRp6QQSA,https://s3-media2.fl.yelpcdn.com/bphoto/H_LjMxUuhCuvfoCMhFIJlw/o.jpg,False,"{'address1': '8014 Crosscreek', 'address2': '', 'address3': None, 'city': 'San Antonio', 'zip_code': '78218', 'country': 'US', 'state': 'TX', 'display_address': ['8014 Crosscreek', 'San Antonio, TX 78218']}",Ollie Ruth Country Kitchen,+12103699366,,4.5,8,[],https://www.yelp.com/biz/ollie-ruth-country-kitchen-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
mama-bs-restaurant-san-antonio,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 29.4276984, 'longitude': -98.405714}",(210) 337-3858,12876.580350093616,MF3APVWPoFRan-WMdhY8BA,https://s3-media2.fl.yelpcdn.com/bphoto/HcRSyRhMX5Vsvf32lZCL7A/o.jpg,False,"{'address1': '221 S Ww White Rd', 'address2': None, 'address3': '', 'city': 'San Antonio', 'zip_code': '78219', 'country': 'US', 'state': 'TX', 'display_address': ['221 S Ww White Rd', 'San Antonio, TX 78219']}",Mama B's Restaurant,+12103373858,$$,4.0,6,[],https://www.yelp.com/biz/mama-bs-restaurant-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
southern-gal-s-lakehills,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'soulfood', 'title': 'Soul Food'}]","{'latitude': 29.601363, 'longitude': -98.930149}",(210) 219-0622,41936.97128632621,ZSupYHEoqiVKLY81sFlAqg,https://s3-media1.fl.yelpcdn.com/bphoto/fophd8ungZ8iTCKQxsZ_mA/o.jpg,False,"{'address1': '9657 Fm 1283', 'address2': '', 'address3': None, 'city': 'Lakehills', 'zip_code': '78063', 'country': 'US', 'state': 'TX', 'display_address': ['9657 Fm 1283', 'Lakehills, TX 78063']}",Southern Gal’s,+12102190622,,4.0,4,[],https://www.yelp.com/biz/southern-gal-s-lakehills?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
js-chicken-and-waffles-san-antonio,"[{'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 29.553917, 'longitude': -98.40385}",(210) 263-3340,12576.26475028125,B4KOaAWFIo5QCiORA3VbWA,,False,"{'address1': '12521 Nacogdoches Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78217', 'country': 'US', 'state': 'TX', 'display_address': ['12521 Nacogdoches Rd', 'San Antonio, TX 78217']}",J's Chicken And Waffles,+12102633340,,2.0,1,[],https://www.yelp.com/biz/js-chicken-and-waffles-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
thai-dee-san-antonio,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 29.49933, 'longitude': -98.50813}",(210) 342-3622,811.1996665171681,QOSNw732x0Uc-3yM9jOJfg,https://s3-media2.fl.yelpcdn.com/bphoto/MaRkcXRPooImuVz1RRnlYw/o.jpg,False,"{'address1': '5307 Blanco Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78216', 'country': 'US', 'state': 'TX', 'display_address': ['5307 Blanco Rd', 'San Antonio, TX 78216']}",Thai Dee,+12103423622,$$,4.0,502,['delivery'],https://www.yelp.com/biz/thai-dee-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
sichuan-garden-san-antonio,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 29.5431364, 'longitude': -98.5285091}",(210) 265-5750,5633.421282130405,fGoCRJ3WCQvVktqMhvft6w,https://s3-media2.fl.yelpcdn.com/bphoto/E5GzznNI1B0zC8VVzuh_9A/o.jpg,False,"{'address1': '2347 NW Military Hwy', 'address2': '', 'address3': None, 'city': 'San Antonio', 'zip_code': '78231', 'country': 'US', 'state': 'TX', 'display_address': ['2347 NW Military Hwy', 'San Antonio, TX 78231']}",Sichuan Garden,+12102655750,$$,4.5,265,['pickup'],https://www.yelp.com/biz/sichuan-garden-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
pappasitos-cantina-san-antonio-8,"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 29.53923, 'longitude': -98.56886}",(210) 691-8974,7251.900675998766,BkLAfGIU_lRL56JQk-HhrQ,https://s3-media3.fl.yelpcdn.com/bphoto/7THnUCSSOGhLqwN_nWzIKw/o.jpg,False,"{'address1': '10501 I-10 W', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78230', 'country': 'US', 'state': 'TX', 'display_address': ['10501 I-10 W', 'San Antonio, TX 78230']}",Pappasito's Cantina,+12106918974,$$,3.5,558,[],https://www.yelp.com/biz/pappasitos-cantina-san-antonio-8?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
seoul-food-san-antonio-2,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'noodles', 'title': 'Noodles'}]","{'latitude': 29.486564, 'longitude': -98.429543}",(210) 476-5135,8260.101608088875,IYVBz9FNtnZgCu3TBKqyww,https://s3-media4.fl.yelpcdn.com/bphoto/v-JDCBqWajLNFAnzVVVOzA/o.jpg,False,"{'address1': '2456 Harry Wurzbach Rd', 'address2': '', 'address3': '', 'city': 'San Antonio', 'zip_code': '78209', 'country': 'US', 'state': 'TX', 'display_address': ['2456 Harry Wurzbach Rd', 'San Antonio, TX 78209']}",Seoul Food,+12104765135,$$,4.0,186,['delivery'],https://www.yelp.com/biz/seoul-food-san-antonio-2?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
salata-san-antonio,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 29.548193, 'longitude': -98.581445}",(210) 251-2795,8820.747207683211,f15tf15qpm4QIB1e0BJOUw,https://s3-media2.fl.yelpcdn.com/bphoto/m4yYksKAa4_9JGGxQ2Etuw/o.jpg,False,"{'address1': '11075 W Ih-10 W', 'address2': 'Ste 310', 'address3': '', 'city': 'San Antonio', 'zip_code': '78230', 'country': 'US', 'state': 'TX', 'display_address': ['11075 W Ih-10 W', 'Ste 310', 'San Antonio, TX 78230']}",Salata,+12102512795,$$,4.0,193,[],https://www.yelp.com/biz/salata-san-antonio?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
salata-san-antonio-5,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'wraps', 'title': 'Wraps'}]","{'latitude': 29.4932405, 'longitude': -98.4788161}",(210) 462-1466,3446.974845966769,Xf4SuHHmYWZCbur9m1Pq6g,https://s3-media4.fl.yelpcdn.com/bphoto/gr7GxoH4atVZsZUZr_hAPA/o.jpg,False,"{'address1': '250 E Basse Rd', 'address2': 'Ste 110', 'address3': '', 'city': 'San Antonio', 'zip_code': '78209', 'country': 'US', 'state': 'TX', 'display_address': ['250 E Basse Rd', 'Ste 110', 'San Antonio, TX 78209']}",Salata,+12104621466,$,4.5,63,[],https://www.yelp.com/biz/salata-san-antonio-5?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
el-mirasol-san-antonio-4,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 29.5535649842577, 'longitude': -98.5366465161804}",(210) 592-8576,6917.838989648621,o-ooe8Ud8bbMTnEQ0hRTKw,https://s3-media3.fl.yelpcdn.com/bphoto/Rgw30en6z8-PnOMoIVURcg/o.jpg,False,"{'address1': '10003 NW Military Hwy', 'address2': 'Ste 2107', 'address3': None, 'city': 'San Antonio', 'zip_code': '78231', 'country': 'US', 'state': 'TX', 'display_address': ['10003 NW Military Hwy', 'Ste 2107', 'San Antonio, TX 78231']}",El Mirasol,+12105928576,$$,4.0,157,[],https://www.yelp.com/biz/el-mirasol-san-antonio-4?adjust_creative=Lhvl9SWFDeWvFL0GaFLIsw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Lhvl9SWFDeWvFL0GaFLIsw
