,display_phone,distance,id,is_closed,name,phone,price,rating,review_count,transactions,address,longitude,latitude,categories,seperated_address,house_numbers,split_address,establishment,trimmed_name,clean_address
3473,(210) 699-7300,8795.979403113364,F1SsiE212gUu5ZsZCNY5BQ,False,Panera Bread,+12106997300,$,2.5,122,['delivery'],11075 i-10 w,-98.5818395943343,29.5474861527621,"['Sandwiches', 'Salad', 'Soup']","['11075', 'i-10', 'w']",11075,i-10 w,Panera Bread,paner bread,i-10
3474,(210) 404-2300,7817.614071693848,oTYH_95ZbcMRsy-V1Q64-g,False,Panera Bread,+12104042300,$,2.5,90,['delivery'],13025 san pedro ave,-98.4849536418915,29.55990737408,"['Sandwiches', 'Salad', 'Soup']","['13025', 'san', 'pedro', 'ave']",13025,san pedro ave,Panera Bread,paner bread,san pedroe
3475,(210) 340-7770,4502.973082807862,gotDxEt6Pm8_EDzo8RB6jA,False,Sun Sun Chinese,+12103407770,$$,2.5,50,"['pickup', 'delivery']",5137 fredericksburg rd,-98.5595636,29.5017006,"['Chinese', 'Desserts', 'Soup']","['5137', 'fredericksburg', 'rd']",5137,fredericksburg rd,Sun Sun Chinese,sun sun chinese,fredericksburg
3476,(210) 451-8774,9242.912133575632,32q8TCUJOM-voLUHBaC_OQ,False,Maya Cafe,+12104518774,,4.5,2,[],6050 ingram rd,-98.6039844129211,29.4656571822424,"['Breakfast & Brunch', 'Tacos', 'Soup']","['6050', 'ingram', 'rd']",6050,ingram rd,Maya Cafe,may cafe,ingram
3477,(210) 615-8889,6008.565334276484,sheCo6AmMlZuG5XX0JbQGQ,False,French Corner,+12106158889,,4.0,1,[],7922 ewing halsell dr,-98.5728,29.51285,"['Sandwiches', 'Salad', 'Soup']","['7922', 'ewing', 'halsell', 'dr']",7922,ewing halsell dr,French Corner,french corner,ewing halsell
3478,(210) 957-1430,5947.2654834028235,EjHu7cCILgbhyslPNQt3eA,False,The Smoke Shack,+12109571430,$$,4.0,1025,['delivery'],3714 broadway,-98.4664262831212,29.4610292610233,"['Southern', 'Barbeque', 'Sandwiches']","['3714', 'broadway']",3714,broadway,The Smoke Shack, smoke shack,broadway
3479,(210) 267-9136,5983.776278821328,I2-CXOFGdJPbtsyuROn97g,False,The Pigpen,+12102679136,$$,4.0,253,['delivery'],106 pershing ave,-98.46595,29.46095,"['Bars', 'Southern', 'Barbeque']","['106', 'pershing', 'ave']",106,pershing ave,The Pigpen, pigpen,pershinge
3480,(210) 642-4181,10449.067645782054,MQXWcFXTle2W8uIC1EQbmw,False,Mr A Ok's Kitchen,+12106424181,$$,4.5,142,['delivery'],4403 rittiman rd,-98.407039,29.484612,['Southern'],"['4403', 'rittiman', 'rd']",4403,rittiman rd,Mr A Ok's Kitchen,mr  oks kitchen,rittiman
3481,(210) 667-2145,3440.454328177353,jlN1FR1FAroEJV7CqywXAw,False,Ida Claire,+12106672145,$$,4.5,167,[],7300 jones maltsberger rd,-98.47905,29.49758,"['Breakfast & Brunch', 'Southern']","['7300', 'jones', 'maltsberger', 'rd']",7300,jones maltsberger rd,Ida Claire,id claire,jones maltsberger
3482,(210) 473-4988,15517.125590518359,AIaUnJgem8lIxerwQObl2Q,False,Nelson's BBQ,+12104734988,$,5.0,68,[],7327 n loop 1604 w,-98.6336,29.58782,"['Barbeque', 'Food Trucks', 'Southern']","['7327', 'n', 'loop', '1604', 'w']",7327,n loop 1604 w,Nelson's BBQ,nelsons bbq,n loop 1604
3483,(210) 332-9386,6703.01438430429,4PpnYh85HIn-De0zFykohA,False,Jazz TX,+12103329386,$$,4.5,166,[],312 pearl pkwy,-98.4804227066048,29.441916,"['Southern', 'Jazz & Blues', 'Bars']","['312', 'pearl', 'pkwy']",312,pearl pkwy,Jazz TX,jazz tx,pearl pkwy
3484,(210) 503-5121,4353.184906199618,5Oj72C1PsKWHYM25XiQgWw,False,Clementine San Antonio,+12105035121,$$$,4.5,121,['delivery'],2195 nw military hwy,-98.5221405,29.5324243,"['Southern', 'American (New)']","['2195', 'nw', 'military', 'hwy']",2195,nw military hwy,Clementine San Antonio,clementine s antonio,nw military hwy
3485,(210) 257-0628,5438.557461912797,vf2N5GgZRUn2uj2sOSzyXg,False,Faust Tavern,+12102570628,$,4.0,72,[],517 e woodlawn,-98.4852688055141,29.4526193049637,"['Dive Bars', 'Cocktail Bars', 'Southern']","['517', 'e', 'woodlawn']",517,e woodlawn,Faust Tavern,faust tavern,eoodlawn
3486,(210) 481-4214,9518.577412840308,zQUR8qyl0ykdtJccf1ePCw,False,Meadow Neighborhood Eatery + Bar,+12104814214,$$,4.0,72,['delivery'],555 w bitters rd,-98.49935,29.57893,"['Southern', 'Breakfast & Brunch', 'Cocktail Bars']","['555', 'w', 'bitters', 'rd']",555,w bitters rd,Meadow Neighborhood Eatery + Bar,meadow neighborhood eatery + bar,w bitters
3487,(210) 507-2568,7935.853477331607,ldtaU5P4rkQ_nKbMXL2ItQ,False,Eastside Kitchenette,+12105072568,$$,3.5,156,['delivery'],2119 n interstate 35,-98.462221,29.439399,"['Southern', 'Breakfast & Brunch', 'Cocktail Bars']","['2119', 'n', 'interstate', '35']",2119,n interstate 35,Eastside Kitchenette,eastsi kitchenette,n interstate 35
3488,(210) 690-3808,8586.64639358246,e2HpfHnBzJlWVwhLGJKeYw,False,Cracker Barrel Old Country Store,+12106903808,$$,3.5,168,['delivery'],11030 w interstate 10,-98.5813916872515,29.5450869789352,"['Breakfast & Brunch', 'Southern', 'American (Traditional)']","['11030', 'w', 'interstate', '10']",11030,w interstate 10,Cracker Barrel Old Country Store,cracker barr old country store,w interstate 10
3489,(210) 600-3291,6658.458390752424,yJZ0X575N5fuyS-wadRjJw,False,Buds Southern Rotisserie,+12106003291,$$,3.5,62,[],312 pearl pkwy,-98.4807429153693,29.4422189245614,"['Southern', 'Chicken Shop', 'Cajun/Creole']","['312', 'pearl', 'pkwy']",312,pearl pkwy,Buds Southern Rotisserie,buds southern rotisserie,pearl pkwy
3490,(210) 525-8110,4006.9057727389854,qIRaxr3CDlBLvn6up-ec9g,False,Cracker Barrel Old Country Store,+12105258110,$$,3.0,144,['delivery'],98 ne loop 410,-98.484677718316,29.5195225208489,"['Breakfast & Brunch', 'Southern', 'American (Traditional)']","['98', 'ne', 'loop', '410']",98,ne loop 410,Cracker Barrel Old Country Store,cracker barr old country store,ne loop 410
3491,(210) 224-4867,8041.056811698807,q6eKgh-l7EqSNYsOu0V4AA,False,Bubba Gump Shrimp Co.,+12102244867,$$,3.0,135,['delivery'],406 navarro st,-98.4895765,29.42543,"['Southern', 'Seafood']","['406', 'navarro', 'st']",406,navarro st,Bubba Gump Shrimp Co.,bubb gump shrimp co.,navarro
3492,(210) 599-8080,10991.517193274982,fAiHAHuFAp0h116WhMCuJw,False,Cracker Barrel Old Country Store,+12105998080,$$,2.5,155,[],6330 n interstate 35,-98.401231794459,29.4862529719322,"['Breakfast & Brunch', 'Southern', 'American (Traditional)']","['6330', 'n', 'interstate', '35']",6330,n interstate 35,Cracker Barrel Old Country Store,cracker barr old country store,n interstate 35
3493,(210) 369-9366,10980.851103351602,OQJ8JWxnxCp8nNeRp6QQSA,False,Ollie Ruth Country Kitchen,+12103699366,,4.5,8,[],8014 crosscreek,-98.4025199711323,29.510870185975,"['Soul Food', 'Southern', 'Comfort Food']","['8014', 'crosscreek']",8014,crosscreek,Ollie Ruth Country Kitchen,ollie ruth country kitchen,crosscreek
3494,(210) 525-8110,4011.588780494397,qmahbeNLNhlR3BaaV2mQVw,False,Cracker Barrel Old Country Store,+12105258110,$,2.5,24,[],98 ne hwy410,-98.48444433,29.51935833,"['Breakfast & Brunch', 'Southern', 'American (Traditional)']","['98', 'ne', 'hwy410']",98,ne hwy410,Cracker Barrel Old Country Store,cracker barr old country store,ne hwy410
3495,(210) 225-6884,9619.804780658504,gelwJmk0BjR7vM6YFtBkcA,False,Kenney's Food Store,+12102256884,,4.0,1,['delivery'],342 merida st,-98.52243,29.408113,"['Grocery', 'Southern', 'Tex-Mex']","['342', 'merida', 'st']",342,merida st,Kenney's Food Store,kenneys food store,merida
3496,(210) 648-3303,15383.122931296646,YkSuVQ6gn9_PC8QFcEitJA,False,Pollos Asados Los Norteños,+12106483303,$,4.5,643,['delivery'],4642 rigsby ave,-98.40054,29.398,"['Mexican', 'Spanish', 'Latin American']","['4642', 'rigsby', 'ave']",4642,rigsby ave,Pollos Asados Los Norteños,pol asados  norteños,rigsbye
3497,(210) 530-1190,19596.522614039226,Ejm_NHH1W8zOxm4GAsTItA,False,Acu Bistro Bar,+12105301190,$$$,4.5,79,['delivery'],21715 ih-10 w,-98.6210399,29.64431,"['Mediterranean', 'Spanish', 'Pizza']","['21715', 'ih-10', 'w']",21715,ih-10 w,Acu Bistro Bar,acu bistro bar,ih-10
3498,(210) 340-2650,834.6791964478622,dTD19RCeeMxujtQip-bNFw,False,Taqueria El Charro Tapatio,+12103402650,$,4.5,11,[],4600 blanco rd,-98.50755,29.4901,"['Spanish', 'Mexican', 'Desserts']","['4600', 'blanco', 'rd']",4600,blanco rd,Taqueria El Charro Tapatio,taqueri  charro tapatio,blanco
3499,,17968.01823745433,jZjuhum0wfPKN5t1WdmoiQ,False,El Antojito Guanaco,,$,1.0,1,[],7510-7618 leslie rd,-98.6995928814568,29.505953806098,"['Spanish', 'Street Vendors']","['7510-7618', 'leslie', 'rd']",7510-7618,leslie rd,El Antojito Guanaco, antojito guanaco,leslie
3500,(210) 472-2600,7884.937590920142,Mfj3_ZzuQqCgJNeyleEsWQ,False,Bohanan's Prime Steak and Seafood,+12104722600,$$$$,4.0,784,[],219 e houston st,-98.49051,29.42678,"['Steakhouses', 'Seafood', 'Cocktail Bars']","['219', 'e', 'houston', 'st']",219,e houston st,Bohanan's Prime Steak and Seafood,bohanans prime steak and seafood,e houston
3501,(210) 227-1700,8432.105221124279,AiNchzT2cuhsEMmJQJRVHg,False,Fogo de Chão Brazilian Steakhouse,+12102271700,$$$,4.0,666,['delivery'],849 e commerce st,-98.4844619564487,29.423229,"['Brazilian', 'Steakhouses']","['849', 'e', 'commerce', 'st']",849,e commerce st,Fogo de Chão Brazilian Steakhouse,fogo  chão brazili steakhouse,e commerce
3502,(210) 481-4360,6864.044740763225,ngk9m2gupQ9Ti4Ug8NM30w,False,Louie Italian Restaurant,+12104814360,$$,4.0,471,['delivery'],4979 nw loop 410,-98.5850410877663,29.488935844559,"['Italian', 'Steakhouses', 'Seafood']","['4979', 'nw', 'loop', '410']",4979,nw loop 410,Louie Italian Restaurant,louie itali restaurant,nw loop 410
3503,(210) 299-1600,7913.794680611539,Ut5yYH3729AQBMT4QjCYJg,False,Texas De Brazil,+12102991600,$$$,4.0,412,[],313 e houston st,-98.48909,29.42663,"['Brazilian', 'Steakhouses', 'Venues & Event Spaces']","['313', 'e', 'houston', 'st']",313,e houston st,Texas De Brazil,texas  brazil,e houston
3504,(210) 377-1718,8058.032820572231,OnoeZ2OojtBTbtsAqYjWLQ,False,1718 Steak House Downtown,+12103771718,$$$,4.0,449,['delivery'],321 alamo plz,-98.487159,29.425941,['Steakhouses'],"['321', 'alamo', 'plz']",321,alamo plz,1718 Steak House Downtown,1718 steak house downtown,alamo plz
3505,(210) 558-6161,14422.525726116099,PsysXkAtN_X-jkmuSSt_kw,False,Perry's Steakhouse & Grille - La Cantera,+12105586161,$$$,4.0,465,['delivery'],15900 la cantera pkwy,-98.6110403886035,29.5932077735882,"['Steakhouses', 'Seafood', 'American (New)']","['15900', 'la', 'cantera', 'pkwy']",15900,la cantera pkwy,Perry's Steakhouse & Grille - La Cantera,perrys steakhouse  grille  l cantera,la cantera pkwy
3506,(210) 641-1234,9147.993145520599,woAkGSd5O2JcOyBPlmV8gA,False,Ichiban Steak & Asian Fusion,+12106411234,$$,4.5,171,['delivery'],8601 huebner rd,-98.6042908206582,29.5199093614691,"['Japanese', 'Asian Fusion', 'Steakhouses']","['8601', 'huebner', 'rd']",8601,huebner rd,Ichiban Steak & Asian Fusion,ichib steak  asi fusion,huebner
3507,(210) 314-3596,7435.581847861538,ndDWGPjul24IUSo5Phab_A,False,Augie's Alamo City BBQ Steakhouse,+12103143596,$$,4.0,521,['delivery'],909 broadway st,-98.4815826416016,29.4339714050293,"['Steakhouses', 'Barbeque']","['909', 'broadway', 'st']",909,broadway st,Augie's Alamo City BBQ Steakhouse,augies alamo city bbq steakhouse,broadway
3508,(210) 224-6169,6555.463420204735,PZRiLW58f_OTo9iY46VojQ,False,Josephine Street,+12102246169,$$,4.0,434,['delivery'],400 e josephine st,-98.4782019,29.4446161,"['Steakhouses', 'American (Traditional)', 'Chicken Wings']","['400', 'e', 'josephine', 'st']",400,e josephine st,Josephine Street,josephine street,e josephine
3509,(210) 223-3101,8897.561920585187,4XwckdO-Ep8hnUyBD4RYWw,False,Chart House,+12102233101,$$$,3.5,904,['delivery'],739 e césar e chávez blvd,-98.4844153,29.417013,"['Seafood', 'Steakhouses', 'American (New)']","['739', 'e', 'césar', 'e', 'chávez', 'blvd']",739,e césar e chávez blvd,Chart House,chart house,e césar chávez
3510,(210) 824-0275,3119.1998521160494,0oh-tWbIP7Suh4vYQEMbIw,False,J. Alexander's Restaurant,+12108240275,$$,4.0,320,['delivery'],255 east basse rd,-98.4821761714426,29.4945472623267,"['American (New)', 'Seafood', 'Steakhouses']","['255', 'east', 'basse', 'rd']",255,east basse rd,J. Alexander's Restaurant,j. alexanders restaurant,east basse
3511,(210) 824-0116,5727.200052397262,jJB0NU1Qk8mpRf1hUMffEw,False,The Barn Door,+12108240116,$$,4.0,368,['delivery'],8400 n new braunfels ave,-98.4591067556256,29.5127871076446,"['Steakhouses', 'Seafood']","['8400', 'n', 'new', 'braunfels', 'ave']",8400,n new braunfels ave,The Barn Door, barn door,new braunfelse
3512,(210) 493-3031,6993.652902440326,rWJFiWLTcUgR8Svt1OagCQ,False,Myron's Prime Steakhouse,+12104933031,$$$,4.0,262,['delivery'],10003 nw military hwy,-98.536353,29.554364,"['Steakhouses', 'Desserts', 'Salad']","['10003', 'nw', 'military', 'hwy']",10003,nw military hwy,Myron's Prime Steakhouse,myrons prime steakhouse,nw military hwy
3513,(210) 222-9092,8133.248041730323,34P8wyqZyO-PsyJ3jGBrEg,False,Saltgrass Steak House,+12102229092,$$,3.5,744,"['delivery', 'pickup']",502 riverwalk,-98.4886845,29.4248067,"['Steakhouses', 'Seafood', 'American (Traditional)']","['502', 'riverwalk']",502,riverwalk,Saltgrass Steak House,saltgrass steak house,riverwalk
3514,(210) 824-9463,3356.6154234455503,NNUzRGFEgDv5pQrlXI8OPA,False,Fleming's Prime Steakhouse & Wine Bar,+12108249463,$$$,4.0,260,[],255 e basse rd,-98.4797394206238,29.4953741999784,"['Steakhouses', 'Wine Bars', 'Seafood']","['255', 'e', 'basse', 'rd']",255,e basse rd,Fleming's Prime Steakhouse & Wine Bar,flemings prime steakhouse  wine bar,e basse
3515,(210) 352-3171,7862.022476607248,NAOHfkb9C6c834DH5Xu3kA,False,Rebelle,+12103523171,$$$,4.0,249,['delivery'],300 e travis st,-98.48957,29.42729,"['Seafood', 'American (New)', 'Steakhouses']","['300', 'e', 'travis', 'st']",300,e travis st,Rebelle,rebelle,e travis
3516,(210) 225-2111,8465.599697791657,I3aBDJDYOfAJ81eRmqG7NA,False,Little Rhein Steak House,+12102252111,$$$,4.0,282,['delivery'],231 s alamo st,-98.4881057739258,29.4219303131104,['Steakhouses'],"['231', 's', 'alamo', 'st']",231,s alamo st,Little Rhein Steak House,little rhe steak house,s alamo
3517,(210) 521-2988,10835.65842281153,KMofP8OxOCvqC_PIGP1J9Q,False,Texas Roadhouse,+12105212988,$$,4.0,200,[],2893 cinema ridge,-98.6204541389488,29.4632458085977,"['Steakhouses', 'Barbeque', 'American (Traditional)']","['2893', 'cinema', 'ridge']",2893,cinema ridge,Texas Roadhouse,texas roadhouse,cinema ridge
3518,(210) 229-1010,8020.887423194556,c9jnVuBALVqag9wbPmmNbw,False,Landry's Seafood House,+12102291010,$$,3.0,709,[],517 n presa,-98.4888319256106,29.4258271017459,"['Seafood', 'Steakhouses', 'American (Traditional)']","['517', 'n', 'presa']",517,n presa,Landry's Seafood House,landrys seafood house,n presa
3519,(210) 641-6447,9036.132693232792,zD9VdTS3WmOEbHaAl8V56A,False,Saltgrass Steak House,+12106416447,$$,3.5,279,"['delivery', 'pickup']",11745 i-10 w,-98.583502,29.5491066,"['Steakhouses', 'Seafood', 'American (Traditional)']","['11745', 'i-10', 'w']",11745,i-10 w,Saltgrass Steak House,saltgrass steak house,i-10
3520,(210) 828-1470,5691.733189694383,Y976IAZCMQHmiTTedtEBeg,False,Magic Time Machine,+12108281470,$$,3.5,368,['delivery'],902 ne loop 410,-98.4609447065397,29.5157783443815,"['American (Traditional)', 'Bars', 'Steakhouses']","['902', 'ne', 'loop', '410']",902,ne loop 410,Magic Time Machine,magic time machine,ne loop 410
3521,(210) 821-5051,3457.367909299909,3jicSXZsc7R2qOg-hDRDEA,False,Ruth's Chris Steak House,+12108215051,$$$,3.5,153,[],7720 jones maltsberger rd,-98.481127,29.505748,"['Steakhouses', 'Seafood', 'Lounges']","['7720', 'jones', 'maltsberger', 'rd']",7720,jones maltsberger rd,Ruth's Chris Steak House,ruths chris steak house,jones maltsberger
3522,(210) 227-4455,7833.763241572207,N60zUEju6l99vf908S-ngg,False,Range,+12102274455,$$$,3.5,167,['delivery'],125 e houston st,-98.4925780000606,29.4265990700265,"['Seafood', 'Steakhouses']","['125', 'e', 'houston', 'st']",125,e houston st,Range,range,e houston
3523,(210) 532-6355,11439.752940965353,SHeVyPucCv696ts4sAZp2w,False,Little Red Barn Steakhouse,+12105326355,$$,3.5,343,['delivery'],1836 s hackberry,-98.4731845509262,29.398023,['Steakhouses'],"['1836', 's', 'hackberry']",1836,s hackberry,Little Red Barn Steakhouse,little red barn steakhouse,s hackberry
3524,(210) 402-6621,12011.335685887485,_th9Kt1eA-zuJA3CWhxApQ,False,Saltgrass Steak House,+12104026621,$$,3.5,196,"['delivery', 'pickup']",16910 us 281 n,-98.4713176047546,29.5957467962701,"['Steakhouses', 'Seafood', 'American (Traditional)']","['16910', 'us', '281', 'n']",16910,us 281 n,Saltgrass Steak House,saltgrass steak house,us 281
3525,(210) 348-5724,3008.600863549449,GuEG-COoRmNBeE-qvWfciw,False,LongHorn Steakhouse,+12103485724,$$,3.5,175,['delivery'],7439 san pedro ave,-98.4999320224661,29.5183849764953,"['Steakhouses', 'American (Traditional)', 'Barbeque']","['7439', 'san', 'pedro', 'ave']",7439,san pedro ave,LongHorn Steakhouse,longhorn steakhouse,san pedroe
3526,(210) 226-7256,7886.238875262474,SpjDrHAsTWrQftfsLgCIjQ,False,The Palm San Antonio,+12102267256,$$$,3.5,171,[],233 e houston st,-98.4907654,29.4265813,"['Steakhouses', 'Seafood']","['233', 'e', 'houston', 'st']",233,e houston st,The Palm San Antonio, palm s antonio,e houston
3527,(210) 541-8999,4783.544040473909,qD47Ydn58ygmUvWBXYTJjA,False,Sumo Japanese Steakhouse,+12105418999,$$,3.0,309,['delivery'],8342 w ih-10,-98.555424,29.518443,"['Japanese', 'Sushi Bars', 'Steakhouses']","['8342', 'w', 'ih-10']",8342,w ih-10,Sumo Japanese Steakhouse,sumo japanese steakhouse,w ih-10
3528,(210) 224-8800,8598.786427216084,zm6NPMd3d4inOaNPzkqYHw,False,Silo Prime,+12102248800,$$$,4.5,44,['delivery'],401 s alamo st,-98.4885,29.42047,"['Steakhouses', 'Wine Bars']","['401', 's', 'alamo', 'st']",401,s alamo st,Silo Prime,silo prime,s alamo
3529,(210) 227-8847,8573.527516791753,NKgXt8kdy1WNd1ddULGouw,False,Ruth's Chris Steak House,+12102278847,$$$,3.0,349,[],600 e market st,-98.484151,29.421974,"['Steakhouses', 'Seafood', 'Lounges']","['600', 'e', 'market', 'st']",600,e market st,Ruth's Chris Steak House,ruths chris steak house,e market
3530,(210) 228-0700,8264.2560832977,GhoJT8yRUlUUgUDOS-dGNw,False,Morton's The Steakhouse,+12102280700,$$$$,3.5,167,[],300 e crockett st,-98.4849396974823,29.424684216962,"['Steakhouses', 'Bars', 'Seafood']","['300', 'e', 'crockett', 'st']",300,e crockett st,Morton's The Steakhouse,mortons  steakhouse,e crockett
3531,(210) 521-3570,10811.438156204427,ZZxsjzVhEnIxHP-BMKy8BQ,False,Saltgrass Steak House,+12105213570,$$,3.5,149,"['delivery', 'pickup']",2885 cinema ridge rd,-98.6199758,29.4627013329082,"['Steakhouses', 'Seafood', 'American (Traditional)']","['2885', 'cinema', 'ridge', 'rd']",2885,cinema ridge rd,Saltgrass Steak House,saltgrass steak house,cinema ridge
3532,(210) 223-9374,8216.31482191061,_3hMVfln8MJmSxWqqVr57A,False,Lone Star Cafe,+12102239374,$$,2.5,544,['delivery'],237 losoya st,-98.4879758,29.4244902,"['Steakhouses', 'American (Traditional)']","['237', 'losoya', 'st']",237,losoya st,Lone Star Cafe,lone star cafe,losoya
3533,(210) 277-6300,8131.828139902041,S1_O_MKvthCTiKO-KotGyA,False,Rainforest Cafe,+12102776300,$$,2.5,522,"['delivery', 'pickup']",110 e crockett,-98.4882954,29.42493,"['American (Traditional)', 'Seafood', 'Steakhouses']","['110', 'e', 'crockett']",110,e crockett,Rainforest Cafe,rainforest cafe,e crockett
3534,(210) 979-9763,3688.7244722721666,PdjGAlf8QnLtzlr3Lg5W_Q,False,Saltgrass Steak House,+12109799763,$$,3.5,86,"['delivery', 'pickup']",60 ne interstate 410 lp,-98.4896058171967,29.5196315733414,"['Steakhouses', 'Seafood', 'American (Traditional)']","['60', 'ne', 'interstate', '410', 'lp']",60,ne interstate 410 lp,Saltgrass Steak House,saltgrass steak house,ne interstate 410 lp
3535,(210) 223-4881,8232.908053511926,8xUmlzM6GfyQ88PUP8Zh3g,False,The Republic Of Texas Restaurant,+12102234881,$$,2.5,308,['delivery'],429 e commerce st,-98.48824,29.42402,"['Mexican', 'Steakhouses', 'American (Traditional)']","['429', 'e', 'commerce', 'st']",429,e commerce st,The Republic Of Texas Restaurant, republic  texas restaurant,e commerce
3536,(210) 524-9333,3063.2016937734406,1YpQfBSWeHNzJ_n3E17Xkg,False,Kobe Japanese Steak House,+12105249333,$$,3.0,169,['delivery'],1007 nw lp 410,-98.50726,29.52148,"['Japanese', 'Sushi Bars', 'Steakhouses']","['1007', 'nw', 'lp', '410']",1007,nw lp 410,Kobe Japanese Steak House,kobe japanese steak house,nw lp 410
3537,(210) 696-4025,13714.055864007449,H7UHjgFcNB5r1keqazt7Dg,False,LongHorn Steakhouse,+12106964025,$$,3.0,148,['delivery'],5803 n loop 1604 w,-98.6010097070633,29.592081883817,"['Steakhouses', 'American (Traditional)', 'Barbeque']","['5803', 'n', 'loop', '1604', 'w']",5803,n loop 1604 w,LongHorn Steakhouse,longhorn steakhouse,n loop 1604
3538,(210) 696-4329,10096.246541274211,ppLULs1N0Igr-c2Z0KxP8A,False,Outback Steakhouse,+12106964329,$$,3.0,107,[],12511 w i-10,-98.588222,29.558615,['Steakhouses'],"['12511', 'w', 'i-10']",12511,w i-10,Outback Steakhouse,outback steakhouse,w i-10
3539,(210) 348-6405,3981.4752269496553,UzkjVkmPvZZGKkqy270lyw,False,Logan's Roadhouse,+12103486405,$$,2.0,202,['delivery'],92 ne loop 410,-98.484885,29.51938,"['Steakhouses', 'American (Traditional)', 'Barbeque']","['92', 'ne', 'loop', '410']",92,ne loop 410,Logan's Roadhouse,logans roadhouse,ne loop 410
3540,(210) 342-2321,4680.484051510404,LYA6KMvos6sVIgf3KPBHTw,False,Old San Francisco Steakhouse,+12103422321,$$$,3.5,21,['delivery'],10223 sahara st,-98.49466,29.53272,"['Steakhouses', 'Caterers', 'Party & Event Planning']","['10223', 'sahara', 'st']",10223,sahara st,Old San Francisco Steakhouse,old s francisco steakhouse,sahara
3541,(210) 509-4329,10760.847205928661,ucyVdqcTh18HO9Qum3MUSw,False,Outback Steakhouse,+12105094329,$$,3.0,46,[],6569 ingram rd,-98.620963,29.466859,['Steakhouses'],"['6569', 'ingram', 'rd']",6569,ingram rd,Outback Steakhouse,outback steakhouse,ingram
3542,(210) 495-7427,12031.649273936895,_RKz5_paoofaq8qQo_Oprg,False,Texas Roadhouse,+12104957427,$$,3.5,185,[],16915 san pedro ave,-98.4730077362832,29.5964725570824,"['Steakhouses', 'Barbeque', 'American (Traditional)']","['16915', 'san', 'pedro', 'ave']",16915,san pedro ave,Texas Roadhouse,texas roadhouse,san pedroe
3543,(210) 341-4461,3895.9588257912765,BLt5gHBosa2FnPp5jQdGoQ,False,Tokyo Steakhouse,+12103414461,$$,2.5,58,['delivery'],9405 san pedro ave,-98.4989383,29.5261777,"['Japanese', 'Steakhouses']","['9405', 'san', 'pedro', 'ave']",9405,san pedro ave,Tokyo Steakhouse,tokyo steakhouse,san pedroe
3544,(210) 277-0638,3231.7012196831665,8aUAFZSENBgdC17hPpKp5g,False,Wild Goji Restaurant & Bar,+12102770638,$$,4.5,835,['delivery'],7115 blanco rd,-98.50648,29.52242,"['Asian Fusion', 'Sushi Bars', 'Ramen']","['7115', 'blanco', 'rd']",7115,blanco rd,Wild Goji Restaurant & Bar,wild goji restaurant  bar,blanco
3545,(210) 614-3474,6168.3326794862505,hKBLivvPmjQhMenNqARjXQ,False,Yellowfish Sushi,+12106143474,$$,4.5,645,"['pickup', 'delivery']",9102 wurzbach rd,-98.56612,29.52665,"['Sushi Bars', 'Japanese', 'Mexican']","['9102', 'wurzbach', 'rd']",9102,wurzbach rd,Yellowfish Sushi,yellowfish sushi,wurzbach
3546,(210) 340-7808,3712.0887767510135,D4nebJywd4BEOV8g0t__tw,False,Sushihana Japanese Restaurant,+12103407808,$$,4.0,470,['delivery'],1810 nw military hwy,-98.5194099,29.52751,"['Japanese', 'Sushi Bars', 'Asian Fusion']","['1810', 'nw', 'military', 'hwy']",1810,nw military hwy,Sushihana Japanese Restaurant,sushihan japanese restaurant,nw military hwy
3547,(210) 829-7345,6467.698284752496,vCXT8MFy4U8pW0ZmgoM9Xg,False,Tong's Thai Restaurant,+12108297345,$$,4.0,543,"['pickup', 'delivery', 'restaurant_reservation']",1146 austin hwy,-98.448251,29.4867884,"['Thai', 'Sushi Bars', 'Vegan']","['1146', 'austin', 'hwy']",1146,austin hwy,Tong's Thai Restaurant,tongs thai restaurant,austin hwy
3548,(210) 877-2300,6473.363655581355,Fuw5xQiM4GCHsi0DWb2PyQ,False,Wasabi,+12108772300,$$,4.0,304,['delivery'],9921 w interstate 10,-98.563524,29.53396,"['Sushi Bars', 'Japanese', 'Korean']","['9921', 'w', 'interstate', '10']",9921,w interstate 10,Wasabi,wasabi,w interstate 10
3549,(210) 560-2113,6029.2521935159075,YxauSUudaF4KdZteJmJXXQ,False,Suck It The Restaurant,+12105602113,$$,4.0,460,['delivery'],7220 louis pasteur dr,-98.576227,29.501122,"['Sushi Bars', 'Bubble Tea', 'Ramen']","['7220', 'louis', 'pasteur', 'dr']",7220,louis pasteur dr,Suck It The Restaurant,suck it  restaurant,louis pasteur
3550,(210) 348-6781,5249.902791543422,6SaqeZ2E2Np7usJwSxnXwg,False,Godai,+12103486781,$$,4.0,315,['delivery'],11203 w ave,-98.5142727199545,29.5416517311059,"['Sushi Bars', 'Japanese']","['11203', 'w', 'ave']",11203,w ave,Godai,godai,we
3551,(210) 349-8117,2946.584337983856,s29kquPvaz9Ef6N4OnynUw,False,Goro's Sushi,+12103498117,$$,4.0,318,['delivery'],2619 mossrock dr,-98.5358160359992,29.5132782966362,"['Sushi Bars', 'Japanese']","['2619', 'mossrock', 'dr']",2619,mossrock dr,Goro's Sushi,goros sushi,mossrock
