,DISTRICT,ESTABLISHMENT ADDRESS,ESTABLISHMENT NAME,INSPECTION DATE,LINK,SECTOR,TOTAL SCORE
84,D,"822 19TH ST SW San Antonio, TX 782075103",RAYS DRIVE INN,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412933&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,96
85,A,"5115 FREDSBG RD San Antonio, TX 782290",SANGRIA ON THE BURG,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413002&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,7,85
86,C,"2803 ST MARYS N San Antonio, TX 782120",SINGHS AT ST MARY'S,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412980&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,96
87,C,"6020 FLORES ST S San Antonio, TX 782142154",SOUTHSIDE BBQ,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412991&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,100
88,C,"1115 MILITARY DR SE San Antonio, TX 782142801",SUBWAY #59200,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412914&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,98
89,A,"11309 BANDERA RD San Antonio, TX 782540",SUBWAY SANDWICH SHOP #,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412931&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,2,92
90,B,"145 HILDEBRAND E San Antonio, TX 782122358",TACO TACO CAFE,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412959&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,88
91,B,"5102 RITTIMAN RD San Antonio, TX 782184639",TAQUERIA PERLA TAPATIA,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412925&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,90
92,A,"7507 POTRANCO RD San Antonio, TX 782510",TINK -A- TAKO #12,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412924&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,93
93,C,"2926 ST MARYS N San Antonio, TX 782123531",TYCOON FLATS,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413004&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,98
94,B,"2222 AUSTIN HWY San Antonio, TX 782181836",VFW POST #8541,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413005&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,100
95,B,"1410 AUSTIN HWY San Antonio, TX 782090",WENDYS # 9613,2019-01-03,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1412994&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,97
96,D,"2805 COMMERCIAL AV San Antonio, TX 782212004",B & S MOBILE CATERING & VENDING SUPPLIES,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413053&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,98
97,C,"306 AUSTIN ST San Antonio, TX 782151531",BIG HOPS @ THE BRIDGE,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413116&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,99
98,C,"220 BROADWAY San Antonio, TX 782051924",BW PREMIER HISTORIC TRAVELERS HOTEL,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413061&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,96
99,C,"342 HOUSTON ST W San Antonio, TX 782050",CAFE ALAMEDA,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413076&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,93
100,C,"5656 IH 35 S San Antonio, TX 782140",CENTRO NATURISTA DE NUTRICION & SALUD,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413079&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,100
101,A,"7350 TEZEL RD San Antonio, TX 782503583",CHAPARRITAS MEXICAN RESTAURANT & CATERING,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413036&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,94
102,D,"2310 MILITARY DR SW San Antonio, TX 782241407",CREAMERY AT SOUTH PARK,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413086&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,97
103,A,"7605 TEZEL RD San Antonio, TX 782503574",CULEBRA MEAT MARKET #9,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413051&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,91
104,B,"5106 RANDOLPH BV San Antonio, TX 782336205",HOWDY SHELL,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413088&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,93
105,C,"601 ST MARYS S San Antonio, TX 782050",HYATT PLACE SAN ANTONIO RIVERWALK,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413039&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,97
106,C,"1722 RIGSBY AV San Antonio, TX 782103217",JESMAS MEXICAN RESTAURANT,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413044&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,24,92
107,B,"727 HILDEBRAND W San Antonio, TX 782122125",LA CABANA DE JALISCO,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413050&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,93
108,B,"1518 AUSTIN HWY San Antonio, TX 7821858",LA CRAWFISH,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413115&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,96
109,C,"100 DURANGO ST W San Antonio, TX 782040",LA QUINTA INN & SUITES,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413047&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,95
110,C,"900 DOLOROSA San Antonio, TX 782074540",LA QUINTA MOTOR INN #567,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413063&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,91
111,C,"517 PRESA ST N San Antonio, TX 782052646",LANDRYS SEAFOOD HOUSE,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413090&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,90
112,C,"2911 ROOSEVELT AV San Antonio, TX 782142334",LAS PALMAS RESTAURANT,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413037&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,97
113,D,"7863 IH 35 S San Antonio, TX 782242205",LINS INTERNATIONAL BUFFET,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413106&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,91
114,B,"7212 BLANCO RD San Antonio, TX 782164901",MANOLA'S THAI & VIETNAMESE CUISINE,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413100&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,75
115,B,"4403 RITTIMAN RD San Antonio, TX 782184346",MR. A OK'S KITCHEN,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413108&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,96
116,A,"7530 BANDERA RD San Antonio, TX 782401267",NEW ASIA CHINESE RESTAURANT,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413105&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,94
117,C,"2404 HOUSTON ST E San Antonio, TX 78202",ONLIVE HALL OF FAME CAFE,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413095&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,20,100
118,B,"118 MT CALVARY DR San Antonio, TX 782090",ORANGE LEAF,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413096&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,95
119,C,"111 CROCKETT ST W San Antonio, TX 782050",PAESANOS RIVERWALK,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413067&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,86
120,A,"4788 LOOP 410 NW San Antonio, TX 782285128",PHO HUNG CUONG,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413120&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,93
121,D,"7835 IH 35 S San Antonio, TX 782240",RED LOBSTER #6363,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413078&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,97
122,A,"5999 DE ZAVALA RD San Antonio, TX 782492236",ROMES PIZZA,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413112&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,3,100
123,D,"1 HAVEN FOR HOPE San Antonio, TX 782070",SAN ANTONIO FOOD BANK,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413082&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,100
124,D,"1 HAVEN FOR HOPE San Antonio, TX 782070",ST VINNYS BISTRO,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413094&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,28,97
125,C,"1315 ST MARYS S San Antonio, TX 782101225",SUBWAY #51416,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413097&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,97
126,B,"5567 RANDOLPH BV San Antonio, TX 782336115",TAQUERIA GUANAJUATO,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413064&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,72
127,C,"2424 BROADWAY San Antonio, TX 78215",THE DISTRICT,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413089&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,19,100
128,C,"420 ALAMO ST S San Antonio, TX 78205",THE MAGIK THEATER,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413109&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,92
129,C,"101 ALAMO PZ San Antonio, TX 782050",THE UNOFFICIAL BEST OF TEXAS,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413118&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,94
130,B,"9710 AIRPORT BV San Antonio, TX 782160",UNITED AIRLINES CLUB,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413073&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,98
131,C,"1503 MILITARY DR SW San Antonio, TX 782211426",VALERO CORNER STORE #2467 #,2019-01-04,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413045&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,26,97
132,C,"2246 MILITARY DR SE San Antonio, TX 78223",ARBY'S #8644,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413896&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,100
133,D,"7719 IH 35 S San Antonio, TX 78224",BAPTIST EMERGENCY HOSPITAL SOUTH,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413887&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,100
134,B,"6418 NEW BRNFLS N San Antonio, TX 782093827",BASKIN ROBBINS,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413876&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,18,98
135,C,"333 ROLAND AVE San Antonio, TX 78210",BEST WESTERN PLUS,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413829&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,94
136,A,"2803 VANCE JACKSON San Antonio, TX 782133430",BIG STAR FOOD MART,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413913&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,92
137,A,"22015 IH 10 W San Antonio, TX 78257",BOURBON STREET KITCHEN.,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413909&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,3,97
138,A,"5996 WHITBY RD San Antonio, TX 782400",BROOKDALE MEDICAL CENTER WHITBY,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413847&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,1,98
139,B,"4139 BRIARGLEN DR San Antonio, TX 782181521",BROOKS HOME FOR SENIORS,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413942&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,16,98
140,D,"1 CAMINO SANTA M San Antonio, TX 782280",CHICK FIL A,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413902&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,31,100
141,B,"27 LOOP 410 NE San Antonio, TX 782165822",CHICK-FIL-A,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413873&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,97
142,B,"12111 O CONNOR RD San Antonio, TX 78233",CIRCLE K # 1835,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413845&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,100
143,C,"2801 NOGALITOS ST San Antonio, TX 782251751",CVS PHARMACY #7551 #,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413938&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,23,100
144,C,"5327 NEW SULPHUR SP San Antonio, TX 78222",DOLLAR GENERAL # 18055,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413937&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,100
145,C,"103 GOLIAD RD San Antonio, TX 782231451",DOMINOS PIZZA #6580,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413928&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,24,100
146,B,"5663 RANDOLPH BLVD San Antonio, TX 782330",EL FOLKLOR BAKERY,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413869&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,95
147,A,"6565 BABCOCK RD San Antonio, TX 782492346",EL RODEO MEXICAN GRILL,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413840&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,3,92
148,B,"118 WEIDNER RD N San Antonio, TX 782336148",EL SABROSITO DE JALISCO,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413832&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,17,93
149,D,"7628 MARBACH RD San Antonio, TX 782271609",EL TEQUILA MEXICAN RESTAURANT,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413866&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,32,91
150,A,"7750 BRIARIDGE DR San Antonio, TX 782304804",EMBASSY SUITES HOTEL #9567,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413828&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,8,100
151,C,"226 ST MARYS N San Antonio, TX 782052305",EMPIRE THEATER,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413883&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,98
152,A,"5523 BABCOCK RD San Antonio, TX 782400",FAMILY DOLLAR #28916,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413864&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,6,100
153,C,"2611 MILITARY DR SE San Antonio, TX 782230",FIREHOUSE SUBS,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413933&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,25,97
154,B,"2515 AUSTIN HWY San Antonio, TX 782182047",FLAVOUR WORKS CATERING,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413963&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,16,94
155,D,"7707 IH 35 S San Antonio, TX 782242731",FREDDY'S FROZEN CUSTARD #,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413932&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,36,98
156,C,"4315 GEVERS ST S San Antonio, TX 782230",GOLDEN CHICK RESTAURANT,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413868&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,24,96
157,C,"2203 LOOP 410 SE San Antonio, TX 782200",HABACHI BUFFET,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413870&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,21,83
158,C,"516 FLORES ST S San Antonio, TX 78204",HEB SOUTH FLORES MARKET #718,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413906&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,27,98
159,C,"408 HOUSTON ST E San Antonio, TX 78205",HILTON GARDEN INN,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413844&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,22,89
160,B,"94 LOOP 410 NE San Antonio, TX 782165801",HOME 2 SUITES BY HILTON SAN ANTONIO AIRPORT,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413841&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,13,90
161,B,"1401 N FM 1604 W San Antonio, TX 782580",J PRIME STEAKHOUSE,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413951&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,12,100
162,A,"9080 GUILBEAU RD San Antonio, TX 782502652",JALISCO TAQUERIA,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413823&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,5,93
163,D,"7210 LOOP 410 NW San Antonio, TX 782380",JANTHONYS SEAFOOD CAFE,2019-01-14,https://samhd-tx.mydhd.com/webadmin/dhd_134/paper/_paper_inspection_food.cfm?inspectionID=1413964&parentTableName=tblInspection&dsn=DHD_134&&domainID=134&wguid=1367&wgunm=sysact&wgdmn=134,33,92
